BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
9-12 ONLY)","CORE COURSE 
(MS CORE and 9-12 ONLY)","SERVICE CATEGORY
(K-8 ONLY)",DATA SOURCE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,SCHOOLWIDE PUPIL-TEACHER RATIO
M,1,M015,P.S. 015 ROBERTO CLEMENTE,0K,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,0K,G&T,-,-,-,ATS,7,1,7,7,7,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,01,GEN ED,-,-,-,ATS,15,1,15,15,15,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,01,ICT,-,-,-,ATS,19,1,19,19,19,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,01,G&T,-,-,-,ATS,12,1,12,12,12,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,02,ICT,-,-,-,ATS,29,1,29,29,29,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,03,ICT,-,-,-,ATS,19,1,19,19,19,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,04,ICT,-,-,-,ATS,18,1,18,18,18,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,05,ICT,-,-,-,ATS,25,1,25,25,25,
M,1,M015,P.S. 015 ROBERTO CLEMENTE,,,,,,,,,,,,8.49
M,1,M019,P.S. 019 ASHER LEVY,0K,GEN ED,-,-,-,ATS,32,2,16,15,17,
M,1,M019,P.S. 019 ASHER LEVY,0K,ICT,-,-,-,ATS,10,1,10,10,10,
M,1,M019,P.S. 019 ASHER LEVY,01,GEN ED,-,-,-,ATS,23,2,11.5,11,12,
M,1,M019,P.S. 019 ASHER LEVY,01,ICT,-,-,-,ATS,14,1,14,14,14,
M,1,M019,P.S. 019 ASHER LEVY,02,GEN ED,-,-,-,ATS,22,1,22,22,22,
M,1,M019,P.S. 019 ASHER LEVY,02,ICT,-,-,-,ATS,14,1,14,14,14,
M,1,M019,P.S. 019 ASHER LEVY,03,GEN ED,-,-,-,ATS,22,2,11,11,11,
M,1,M019,P.S. 019 ASHER LEVY,03,ICT,-,-,-,ATS,10,1,10,10,10,
M,1,M019,P.S. 019 ASHER LEVY,04,GEN ED,-,-,-,ATS,25,2,12.5,12,13,
M,1,M019,P.S. 019 ASHER LEVY,04,ICT,-,-,-,ATS,11,1,11,11,11,
M,1,M019,P.S. 019 ASHER LEVY,05,GEN ED,-,-,-,ATS,26,2,13,12,14,
M,1,M019,P.S. 019 ASHER LEVY,05,ICT,-,-,-,ATS,13,1,13,13,13,
M,1,M019,P.S. 019 ASHER LEVY,0K-09,SPEC ED,-,-,12:1:1,ATS,20,2,10,9,11,
M,1,M019,P.S. 019 ASHER LEVY,,,,,,,,,,,,6.26
M,1,M020,P.S. 020 ANNA SILVER,0K,GEN ED,-,-,-,ATS,73,3,24.33,24,25,
M,1,M020,P.S. 020 ANNA SILVER,0K,ICT,-,-,-,ATS,25,1,25,25,25,
M,1,M020,P.S. 020 ANNA SILVER,01,GEN ED,-,-,-,ATS,64,3,21.33,21,22,
M,1,M020,P.S. 020 ANNA SILVER,01,ICT,-,-,-,ATS,27,1,27,27,27,
M,1,M020,P.S. 020 ANNA SILVER,02,GEN ED,-,-,-,ATS,59,3,19.67,17,25,
M,1,M020,P.S. 020 ANNA SILVER,02,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M020,P.S. 020 ANNA SILVER,03,GEN ED,-,-,-,ATS,62,3,20.67,17,28,
M,1,M020,P.S. 020 ANNA SILVER,03,ICT,-,-,-,ATS,30,1,30,30,30,
M,1,M020,P.S. 020 ANNA SILVER,04,GEN ED,-,-,-,ATS,66,3,22,17,31,
M,1,M020,P.S. 020 ANNA SILVER,04,ICT,-,-,-,ATS,30,1,30,30,30,
M,1,M020,P.S. 020 ANNA SILVER,05,GEN ED,-,-,-,ATS,32,1,32,32,32,
M,1,M020,P.S. 020 ANNA SILVER,05,ICT,-,-,-,ATS,32,1,32,32,32,
M,1,M020,P.S. 020 ANNA SILVER,0K-09,SPEC ED,-,-,12:1:1,ATS,35,3,11.67,11,12,
M,1,M020,P.S. 020 ANNA SILVER,,,,,,,,,,,,14.09
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,0K,GEN ED,-,-,-,ATS,21,1,21,21,21,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,0K,ICT,-,-,-,ATS,19,1,19,19,19,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,01,GEN ED,-,-,-,ATS,14,1,14,14,14,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,01,ICT,-,-,-,ATS,18,1,18,18,18,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,02,GEN ED,-,-,-,ATS,15,1,15,15,15,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,02,ICT,-,-,-,ATS,14,1,14,14,14,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,03,GEN ED,-,-,-,ATS,14,1,14,14,14,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,03,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,04,GEN ED,-,-,-,ATS,13,1,13,13,13,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,04,ICT,-,-,-,ATS,14,1,14,14,14,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,05,GEN ED,-,-,-,ATS,16,1,16,16,16,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,05,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,06,GEN ED,-,-,-,ATS,31,1,31,31,31,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,06,ICT,-,-,-,ATS,31,1,31,31,31,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,07,GEN ED,-,-,-,ATS,21,1,21,21,21,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,07,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,08,GEN ED,-,-,-,ATS,32,1,32,32,32,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,08,ICT,-,-,-,ATS,30,1,30,30,30,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,0K-09,SPEC ED,-,-,12:1,ATS,10,1,10,10,10,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,GEN ED,English,MS English Core,-,STARS,83,3,27.67,22,32,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,GEN ED,Math,MS Math Core,-,STARS,83,3,27.67,22,32,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,GEN ED,Science,MS Science Core,-,STARS,135,5,27,21,32,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,STARS,83,3,27.67,22,32,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,English,MS English Core,-,STARS,79,3,26.33,21,31,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,Math,MS Math Core,-,STARS,79,3,26.33,21,31,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,Science,MS Science Core,-,STARS,27,1,27,27,27,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,Social Studies,MS Social Studies Core,-,STARS,79,3,26.33,21,31,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,G&T,Science,Living Environment,-,STARS,18,1,18,18,18,
M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,,,,,,,,,,,,10.28
M,1,M063,The STAR Academy – P.S.63,0K,GEN ED,-,-,-,ATS,18,1,18,18,18,
M,1,M063,The STAR Academy – P.S.63,0K,ICT,-,-,-,ATS,18,1,18,18,18,
M,1,M063,The STAR Academy – P.S.63,01,ICT,-,-,-,ATS,22,1,22,22,22,
M,1,M063,The STAR Academy – P.S.63,02,ICT,-,-,-,ATS,24,1,24,24,24,
M,1,M063,The STAR Academy – P.S.63,03,ICT,-,-,-,ATS,25,1,25,25,25,
M,1,M063,The STAR Academy – P.S.63,04,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M063,The STAR Academy – P.S.63,05,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M063,The STAR Academy – P.S.63,,,,,,,,,,,,9.53
M,1,M064,P.S. 064 ROBERT SIMON,0K,GEN ED,-,-,-,ATS,15,1,15,15,15,
M,1,M064,P.S. 064 ROBERT SIMON,0K,ICT,-,-,-,ATS,19,1,19,19,19,
M,1,M064,P.S. 064 ROBERT SIMON,01,GEN ED,-,-,-,ATS,20,1,20,20,20,
M,1,M064,P.S. 064 ROBERT SIMON,01,ICT,-,-,-,ATS,18,1,18,18,18,
M,1,M064,P.S. 064 ROBERT SIMON,02,ICT,-,-,-,ATS,40,2,20,19,21,
M,1,M064,P.S. 064 ROBERT SIMON,03,GEN ED,-,-,-,ATS,20,1,20,20,20,
M,1,M064,P.S. 064 ROBERT SIMON,03,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M064,P.S. 064 ROBERT SIMON,04,GEN ED,-,-,-,ATS,23,1,23,23,23,
M,1,M064,P.S. 064 ROBERT SIMON,04,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M064,P.S. 064 ROBERT SIMON,05,GEN ED,-,-,-,ATS,22,1,22,22,22,
M,1,M064,P.S. 064 ROBERT SIMON,05,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M064,P.S. 064 ROBERT SIMON,,,,,,,,,,,,9.82
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,0K,GEN ED,-,-,-,ATS,15,1,15,15,15,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,0K,ICT,-,-,-,ATS,16,1,16,16,16,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,0K,G&T,-,-,-,ATS,23,1,23,23,23,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,01,GEN ED,-,-,-,ATS,40,2,20,18,22,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,01,G&T,-,-,-,ATS,27,1,27,27,27,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,02,GEN ED,-,-,-,ATS,26,1,26,26,26,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,02,G&T,-,-,-,ATS,47,2,23.5,23,24,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,03,GEN ED,-,-,-,ATS,21,1,21,21,21,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,03,G&T,-,-,-,ATS,27,1,27,27,27,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,04,GEN ED,-,-,-,ATS,20,1,20,20,20,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,04,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,04,G&T,-,-,-,ATS,24,1,24,24,24,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,05,ICT,-,-,-,ATS,29,1,29,29,29,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,05,G&T,-,-,-,ATS,23,1,23,23,23,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,0K-09,SPEC ED,-,-,12:1:1,ATS,21,2,10.5,10,11,
M,1,M110,P.S. 110 FLORENCE NIGHTINGALE,,,,,,,,,,,,15.52
M,1,M134,P.S. 134 HENRIETTA SZOLD,0K,GEN ED,-,-,-,ATS,14,1,14,14,14,
M,1,M134,P.S. 134 HENRIETTA SZOLD,0K,ICT,-,-,-,ATS,14,1,14,14,14,
M,1,M134,P.S. 134 HENRIETTA SZOLD,01,GEN ED,-,-,-,ATS,13,1,13,13,13,
M,1,M134,P.S. 134 HENRIETTA SZOLD,01,ICT,-,-,-,ATS,17,1,17,17,17,
M,1,M134,P.S. 134 HENRIETTA SZOLD,02,GEN ED,-,-,-,ATS,17,1,17,17,17,
M,1,M134,P.S. 134 HENRIETTA SZOLD,02,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M134,P.S. 134 HENRIETTA SZOLD,03,GEN ED,-,-,-,ATS,22,1,22,22,22,
M,1,M134,P.S. 134 HENRIETTA SZOLD,03,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M134,P.S. 134 HENRIETTA SZOLD,04,GEN ED,-,-,-,ATS,39,2,19.5,19,20,
M,1,M134,P.S. 134 HENRIETTA SZOLD,05,GEN ED,-,-,-,ATS,20,1,20,20,20,
M,1,M134,P.S. 134 HENRIETTA SZOLD,05,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M134,P.S. 134 HENRIETTA SZOLD,0K-09,SPEC ED,-,-,12:1,ATS,12,1,12,12,12,
M,1,M134,P.S. 134 HENRIETTA SZOLD,0K-09,SPEC ED,-,-,12:1:1,ATS,12,1,12,12,12,
M,1,M134,P.S. 134 HENRIETTA SZOLD,,,,,,,,,,,,9.31
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,0K,ICT,-,-,-,ATS,18,1,18,18,18,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,01,GEN ED,-,-,-,ATS,22,1,22,22,22,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,02,GEN ED,-,-,-,ATS,16,1,16,16,16,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,03,GEN ED,-,-,-,ATS,27,1,27,27,27,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,04,GEN ED,-,-,-,ATS,31,2,15.5,14,17,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,05,GEN ED,-,-,-,ATS,21,1,21,21,21,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,0K-09,SPEC ED,-,-,12:1:1,ATS,35,3,11.67,10,13,
M,1,M137,P.S. 137 JOHN L. BERNSTEIN,,,,,,,,,,,,9.56
M,1,M140,P.S. 140 NATHAN STRAUS,0K,GEN ED,-,-,-,ATS,22,1,22,22,22,
M,1,M140,P.S. 140 NATHAN STRAUS,01,GEN ED,-,-,-,ATS,23,1,23,23,23,
M,1,M140,P.S. 140 NATHAN STRAUS,02,GEN ED,-,-,-,ATS,22,1,22,22,22,
M,1,M140,P.S. 140 NATHAN STRAUS,03,GEN ED,-,-,-,ATS,33,1,33,33,33,
M,1,M140,P.S. 140 NATHAN STRAUS,04,ICT,-,-,-,ATS,27,1,27,27,27,
M,1,M140,P.S. 140 NATHAN STRAUS,05,GEN ED,-,-,-,ATS,26,1,26,26,26,
M,1,M140,P.S. 140 NATHAN STRAUS,06,GEN ED,-,-,-,ATS,25,1,25,25,25,
M,1,M140,P.S. 140 NATHAN STRAUS,06,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M140,P.S. 140 NATHAN STRAUS,07,GEN ED,-,-,-,ATS,30,1,30,30,30,
M,1,M140,P.S. 140 NATHAN STRAUS,07,ICT,-,-,-,ATS,30,1,30,30,30,
M,1,M140,P.S. 140 NATHAN STRAUS,08,GEN ED,-,-,-,ATS,29,1,29,29,29,
M,1,M140,P.S. 140 NATHAN STRAUS,08,ICT,-,-,-,ATS,28,1,28,28,28,
M,1,M140,P.S. 140 NATHAN STRAUS,0K-09,SPEC ED,-,-,12:1:1,ATS,44,4,11,8,12,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,GEN ED,English,MS English Core,-,STARS,83,3,27.67,24,30,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,GEN ED,English,Other English,-,STARS,28,2,14,13,15,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,GEN ED,Math,MS Math Core,-,STARS,83,3,27.67,24,30,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,GEN ED,Science,MS Science Core,-,STARS,134,6,22.33,13,30,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,STARS,132,6,22,11,30,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,English,MS English Core,-,STARS,71,3,23.67,13,30,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,Math,MS Math Core,-,STARS,71,3,23.67,13,30,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,Science,MS Science Core,-,STARS,11,1,11,11,11,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,Social Studies,MS Social Studies Core,-,STARS,13,1,13,13,13,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,SPEC ED,English,MS English Core,-,STARS,17,3,5.67,5,6,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,SPEC ED,Math,MS Math Core,-,STARS,17,3,5.67,5,6,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,SPEC ED,Science,MS Science Core,-,STARS,17,3,5.67,5,6,
M,1,M140,P.S. 140 NATHAN STRAUS,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,STARS,17,3,5.67,5,6,
M,1,M140,P.S. 140 NATHAN STRAUS,,,,,,,,,,,,13.96
M,1,M142,P.S. 142 AMALIA CASTRO,0K,GEN ED,-,-,-,ATS,20,1,20,20,20,
M,1,M142,P.S. 142 AMALIA CASTRO,0K,ICT,-,-,-,ATS,39,2,19.5,19,20,
M,1,M142,P.S. 142 AMALIA CASTRO,01,GEN ED,-,-,-,ATS,28,1,28,28,28,
M,1,M142,P.S. 142 AMALIA CASTRO,01,ICT,-,-,-,ATS,27,1,27,27,27,
M,1,M142,P.S. 142 AMALIA CASTRO,02,GEN ED,-,-,-,ATS,18,1,18,18,18,
M,1,M142,P.S. 142 AMALIA CASTRO,02,ICT,-,-,-,ATS,22,1,22,22,22,
M,1,M142,P.S. 142 AMALIA CASTRO,03,GEN ED,-,-,-,ATS,31,1,31,31,31,
M,1,M142,P.S. 142 AMALIA CASTRO,03,ICT,-,-,-,ATS,30,1,30,30,30,
M,1,M142,P.S. 142 AMALIA CASTRO,04,GEN ED,-,-,-,ATS,25,1,25,25,25,
M,1,M142,P.S. 142 AMALIA CASTRO,04,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M142,P.S. 142 AMALIA CASTRO,05,GEN ED,-,-,-,ATS,30,1,30,30,30,
M,1,M142,P.S. 142 AMALIA CASTRO,05,ICT,-,-,-,ATS,31,1,31,31,31,
M,1,M142,P.S. 142 AMALIA CASTRO,0K-09,SPEC ED,-,-,12:1:1,ATS,30,3,10,8,11,
M,1,M142,P.S. 142 AMALIA CASTRO,,,,,,,,,,,,12.76
M,1,M184,P.S. 184M SHUANG WEN,0K,GEN ED,-,-,-,ATS,50,2,25,24,26,
M,1,M184,P.S. 184M SHUANG WEN,0K,ICT,-,-,-,ATS,25,1,25,25,25,
M,1,M184,P.S. 184M SHUANG WEN,01,GEN ED,-,-,-,ATS,51,2,25.5,24,27,
M,1,M184,P.S. 184M SHUANG WEN,01,ICT,-,-,-,ATS,26,1,26,26,26,
M,1,M184,P.S. 184M SHUANG WEN,02,GEN ED,-,-,-,ATS,49,2,24.5,23,26,
M,1,M184,P.S. 184M SHUANG WEN,02,ICT,-,-,-,ATS,25,1,25,25,25,
M,1,M184,P.S. 184M SHUANG WEN,03,GEN ED,-,-,-,ATS,48,2,24,24,24,
M,1,M184,P.S. 184M SHUANG WEN,03,ICT,-,-,-,ATS,24,1,24,24,24,
M,1,M184,P.S. 184M SHUANG WEN,04,GEN ED,-,-,-,ATS,55,2,27.5,26,29,
M,1,M184,P.S. 184M SHUANG WEN,04,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M184,P.S. 184M SHUANG WEN,05,GEN ED,-,-,-,ATS,51,2,25.5,25,26,
M,1,M184,P.S. 184M SHUANG WEN,05,ICT,-,-,-,ATS,27,1,27,27,27,
M,1,M184,P.S. 184M SHUANG WEN,06,GEN ED,-,-,-,ATS,41,2,20.5,20,21,
M,1,M184,P.S. 184M SHUANG WEN,06,ICT,-,-,-,ATS,27,1,27,27,27,
M,1,M184,P.S. 184M SHUANG WEN,07,GEN ED,-,-,-,ATS,19,1,19,19,19,
M,1,M184,P.S. 184M SHUANG WEN,07,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M184,P.S. 184M SHUANG WEN,08,GEN ED,-,-,-,ATS,59,2,29.5,29,30,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,GEN ED,English,MS English Core,-,STARS,119,5,23.8,19,30,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,GEN ED,Math,MS Math Core,-,STARS,60,3,20,19,21,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,GEN ED,Science,MS Science Core,-,STARS,119,5,23.8,19,30,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,STARS,140,6,23.33,19,30,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,ICT,English,MS English Core,-,STARS,48,2,24,21,27,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,ICT,Math,MS Math Core,-,STARS,48,2,24,21,27,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,ICT,Science,MS Science Core,-,STARS,48,2,24,21,27,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,ICT,Social Studies,MS Social Studies Core,-,STARS,27,1,27,27,27,
M,1,M184,P.S. 184M SHUANG WEN,MS Core,G&T,Math,Integrated Algebra,-,STARS,59,2,29.5,29,30,
M,1,M184,P.S. 184M SHUANG WEN,,,,,,,,,,,,16.29
M,1,M188,P.S. 188 THE ISLAND SCHOOL,0K,GEN ED,-,-,-,ATS,21,1,21,21,21,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,0K,ICT,-,-,-,ATS,22,1,22,22,22,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,01,GEN ED,-,-,-,ATS,24,1,24,24,24,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,01,ICT,-,-,-,ATS,24,1,24,24,24,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,02,GEN ED,-,-,-,ATS,23,1,23,23,23,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,02,ICT,-,-,-,ATS,20,1,20,20,20,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,03,GEN ED,-,-,-,ATS,21,1,21,21,21,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,03,ICT,-,-,-,ATS,19,1,19,19,19,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,04,GEN ED,-,-,-,ATS,26,1,26,26,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,04,ICT,-,-,-,ATS,24,1,24,24,24,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,05,GEN ED,-,-,-,ATS,24,1,24,24,24,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,05,ICT,-,-,-,ATS,23,1,23,23,23,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,06,GEN ED,-,-,-,ATS,23,1,23,23,23,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,06,ICT,-,-,-,ATS,26,1,26,26,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,07,GEN ED,-,-,-,ATS,26,1,26,26,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,07,ICT,-,-,-,ATS,28,1,28,28,28,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,08,GEN ED,-,-,-,ATS,24,1,24,24,24,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,08,ICT,-,-,-,ATS,38,2,19,19,19,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,0K-09,SPEC ED,-,-,12:1:1,ATS,12,1,12,12,12,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,GEN ED,English,MS English Core,-,STARS,94,4,23.5,19,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,GEN ED,Math,MS Math Core,-,STARS,94,4,23.5,19,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,GEN ED,Science,MS Science Core,-,STARS,94,4,23.5,19,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,STARS,94,4,23.5,19,26,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,English,MS English Core,-,STARS,69,3,23,20,25,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,Math,MS Math Core,-,STARS,69,3,23,20,25,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,Science,MS Science Core,-,STARS,69,3,23,20,25,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,-,STARS,69,3,23,20,25,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SPEC ED,English,MS English Core,-,STARS,5,1,5,5,5,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SPEC ED,Math,MS Math Core,-,STARS,5,1,5,5,5,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SPEC ED,Science,MS Science Core,-,STARS,5,1,5,5,5,
M,1,M188,P.S. 188 THE ISLAND SCHOOL,,,,,,,,,,,,12.39
M,1,M292,Henry Street School for International Studies,06,ICT,-,-,-,ATS,16,1,16,16,16,
M,1,M292,Henry Street School for International Studies,07,ICT,-,-,-,ATS,14,1,14,14,14,
M,1,M292,Henry Street School for International Studies,08,ICT,-,-,-,ATS,21,1,21,21,21,
M,1,M292,Henry Street School for International Studies,MS Core,ICT,English,MS English Core,-,STARS,49,3,16.33,14,20,
M,1,M292,Henry Street School for International Studies,MS Core,ICT,Math,MS Math Core,-,STARS,50,3,16.67,14,20,
M,1,M292,Henry Street School for International Studies,MS Core,ICT,Science,MS Science Core,-,STARS,50,3,16.67,14,20,
M,1,M292,Henry Street School for International Studies,MS Core,ICT,Social Studies,MS Social Studies Core,-,STARS,50,3,16.67,14,20,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,English,English 9,-,STARS,15,1,15,15,15,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,English,English 10,-,STARS,18,1,18,18,18,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,English,English 11,-,STARS,29,1,29,29,29,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,English,English 12,-,STARS,23,1,23,23,23,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,English,Other English,-,STARS,151,14,10.79,10,12,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Math,Integrated Algebra,-,STARS,20,1,20,20,20,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Math,Geometry,-,STARS,40,2,20,18,22,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Math,Other Math,-,STARS,41,2,20.5,17,24,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Science,Living Environment,-,STARS,50,2,25,21,29,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Science,Chemistry,-,STARS,25,1,25,25,25,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Science,Other Science,-,STARS,78,3,26,21,31,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Social Studies,Global History,-,STARS,23,1,23,23,23,
M,1,M292,Henry Street School for International Studies,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,18,1,18,18,18,
