BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
9-12 ONLY)","CORE COURSE 
(MS CORE and 9-12 ONLY)","SERVICE CATEGORY
(K-8 ONLY)",DATA SOURCE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,SCHOOLWIDE PUPIL-TEACHER RATIO
M,6,M423,High School for Excellence and Innovation,09-12,ICT,Social Studies,Global History,-,STARS,30,1,30,30,30,
M,6,M423,High School for Excellence and Innovation,09-12,ICT,Social Studies,United States History Accelerated,-,STARS,36,2,18,11,25,
M,6,M423,High School for Excellence and Innovation,09-12,ICT,Social Studies,Participation in Government,-,STARS,25,1,25,25,25,
M,6,M423,High School for Excellence and Innovation,09-12,ICT,Social Studies,Economics,-,STARS,23,1,23,23,23,
M,6,M423,High School for Excellence and Innovation,,,,,,,,,,,,12.1
M,6,M462,The College Academy,09-12,GEN ED,English,MS English Core,-,STARS,53,2,26.5,25,28,
M,6,M462,The College Academy,09-12,GEN ED,English,English 9,-,STARS,64,3,21.33,10,30,
M,6,M462,The College Academy,09-12,GEN ED,English,English 10,-,STARS,32,1,32,32,32,
M,6,M462,The College Academy,09-12,GEN ED,English,English 11,-,STARS,37,2,18.5,11,26,
M,6,M462,The College Academy,09-12,GEN ED,English,English 12,-,STARS,50,2,25,19,31,
M,6,M462,The College Academy,09-12,GEN ED,English,Other English,-,STARS,264,10,26.4,15,35,
M,6,M462,The College Academy,09-12,GEN ED,Math,Integrated Algebra,-,STARS,157,6,26.17,17,38,
M,6,M462,The College Academy,09-12,GEN ED,Math,Geometry,-,STARS,82,3,27.33,19,33,
M,6,M462,The College Academy,09-12,GEN ED,Math,Algebra 2/Trig,-,STARS,53,3,17.67,11,30,
M,6,M462,The College Academy,09-12,GEN ED,Science,Living Environment,-,STARS,135,5,27,13,36,
M,6,M462,The College Academy,09-12,GEN ED,Science,Chemistry,-,STARS,118,4,29.5,25,32,
M,6,M462,The College Academy,09-12,GEN ED,Science,Other Physical Sciences,-,STARS,19,1,19,19,19,
M,6,M462,The College Academy,09-12,GEN ED,Science,Other Science,-,STARS,169,7,24.14,16,33,
M,6,M462,The College Academy,09-12,GEN ED,Social Studies,Global History,-,STARS,283,10,28.3,14,34,
M,6,M462,The College Academy,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,151,6,25.17,21,33,
M,6,M462,The College Academy,09-12,GEN ED,Social Studies,Participation in Government,-,STARS,121,4,30.25,28,33,
M,6,M462,The College Academy,09-12,GEN ED,Social Studies,Economics,-,STARS,17,1,17,17,17,
M,6,M462,The College Academy,09-12,GEN ED,Social Studies,Other Social Studies,-,STARS,106,4,26.5,22,30,
M,6,M462,The College Academy,09-12,ICT,English,MS English Core,-,STARS,36,2,18,17,19,
M,6,M462,The College Academy,09-12,ICT,English,English 9,-,STARS,17,1,17,17,17,
M,6,M462,The College Academy,09-12,ICT,English,English 10,-,STARS,34,1,34,34,34,
M,6,M462,The College Academy,09-12,ICT,English,English 11,-,STARS,20,1,20,20,20,
M,6,M462,The College Academy,09-12,ICT,English,English 12,-,STARS,33,1,33,33,33,
M,6,M462,The College Academy,09-12,ICT,English,Other English,-,STARS,80,3,26.67,23,31,
M,6,M462,The College Academy,09-12,ICT,Math,Integrated Algebra,-,STARS,85,3,28.33,24,31,
M,6,M462,The College Academy,09-12,ICT,Math,Geometry,-,STARS,34,1,34,34,34,
M,6,M462,The College Academy,,,,,,,,,,,,17.55
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,English,MS English Core,-,STARS,30,1,30,30,30,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,English,English 9,-,STARS,82,4,20.5,11,28,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,English,English 10,-,STARS,47,3,15.67,13,20,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,English,English 11,-,STARS,52,2,26,24,28,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,English,English 12,-,STARS,60,3,20,18,23,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,English,Other English,-,STARS,126,6,21,11,30,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Math,Integrated Algebra,-,STARS,164,6,27.33,18,34,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Math,Geometry,-,STARS,64,3,21.33,12,26,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Math,Algebra 2/Trig,-,STARS,57,2,28.5,26,31,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Science,Living Environment,-,STARS,159,5,31.8,28,37,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Science,Chemistry,-,STARS,68,3,22.67,10,34,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Science,Physics,-,STARS,32,1,32,32,32,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Science,Other Science,-,STARS,65,2,32.5,30,35,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Social Studies,Global History,-,STARS,245,11,22.27,12,39,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,200,8,25,20,36,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Social Studies,Participation in Government,-,STARS,60,3,20,15,26,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,GEN ED,Social Studies,Other Social Studies,-,STARS,11,1,11,11,11,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,English,English 9,-,STARS,21,1,21,21,21,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,English,English 10,-,STARS,59,2,29.5,26,33,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,English,English 11,-,STARS,64,2,32,30,34,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,English,English 12,-,STARS,23,1,23,23,23,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,English,Other English,-,STARS,77,3,25.67,22,29,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Math,Integrated Algebra,-,STARS,75,2,37.5,36,39,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Math,Geometry,-,STARS,59,2,29.5,29,30,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Science,Living Environment,-,STARS,70,2,35,31,39,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Science,Other Science,-,STARS,31,1,31,31,31,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Social Studies,Global History,-,STARS,151,6,25.17,18,30,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Social Studies,United States History Accelerated,-,STARS,56,2,28,23,33,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,ICT,Social Studies,Participation in Government,-,STARS,29,1,29,29,29,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,SPEC ED,English,English 9,-,STARS,8,1,8,8,8,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,SPEC ED,English,English 10,-,STARS,7,1,7,7,7,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,SPEC ED,Math,Integrated Algebra,-,STARS,16,2,8,8,8,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,SPEC ED,Science,Living Environment,-,STARS,14,1,14,14,14,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,09-12,SPEC ED,Social Studies,Global History,-,STARS,14,2,7,7,7,
M,6,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,,,,,,,,,,,,18.39
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,English,MS English Core,-,STARS,117,5,23.4,21,27,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,English,English 9,-,STARS,93,4,23.25,21,27,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,English,English 10,-,STARS,68,2,34,34,34,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,English,English 11,-,STARS,96,4,24,18,29,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,English,English 12,-,STARS,87,3,29,19,35,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,English,Other English,-,STARS,400,19,21.05,13,34,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Math,Integrated Algebra,-,STARS,192,8,24,16,31,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Math,Geometry,-,STARS,95,3,31.67,29,34,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Math,Algebra 2/Trig,-,STARS,206,7,29.43,16,33,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Math,Other Math,-,STARS,29,1,29,29,29,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Science,Living Environment,-,STARS,136,6,22.67,10,33,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Science,Chemistry,-,STARS,105,4,26.25,16,33,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Science,Physics,-,STARS,95,4,23.75,19,28,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Science,Other Science,-,STARS,128,5,25.6,18,31,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Social Studies,Global History,-,STARS,280,10,28,16,37,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,164,7,23.43,17,31,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Social Studies,Participation in Government,-,STARS,135,5,27,22,35,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,GEN ED,Social Studies,Other Social Studies,-,STARS,177,7,25.29,16,35,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,English,MS English Core,-,STARS,20,1,20,20,20,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,English,English 9,-,STARS,21,1,21,21,21,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,English,English 10,-,STARS,34,1,34,34,34,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,English,English 12,-,STARS,36,1,36,36,36,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,English,Other English,-,STARS,109,4,27.25,23,34,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Math,Integrated Algebra,-,STARS,60,2,30,28,32,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Math,Geometry,-,STARS,40,2,20,13,27,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Science,Living Environment,-,STARS,55,2,27.5,24,31,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Science,Other Science,-,STARS,86,4,21.5,10,32,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Social Studies,Global History,-,STARS,122,4,30.5,20,36,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Social Studies,Participation in Government,-,STARS,13,1,13,13,13,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,ICT,Social Studies,Other Social Studies,-,STARS,31,1,31,31,31,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,English,English 9,-,STARS,14,2,7,6,8,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,English,English 10,-,STARS,6,1,6,6,6,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,English,English 11,-,STARS,15,2,7.5,5,10,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,English,English 12,-,STARS,10,1,10,10,10,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Math,Integrated Algebra,-,STARS,20,2,10,7,13,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Math,Other Math,-,STARS,19,2,9.5,6,13,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Science,Living Environment,-,STARS,26,2,13,12,14,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Science,Other Science,-,STARS,15,1,15,15,15,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Social Studies,Global History,-,STARS,20,2,10,8,12,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Social Studies,United States History Accelerated,-,STARS,13,2,6.5,5,8,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,09-12,SPEC ED,Social Studies,Participation in Government,-,STARS,10,1,10,10,10,
M,6,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,,,,,,,,,,,,15.65
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,English,English 9,-,STARS,57,2,28.5,28,29,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,English,English 10,-,STARS,56,2,28,25,31,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,English,English 11,-,STARS,57,2,28.5,26,31,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,English,English 12,-,STARS,53,2,26.5,22,31,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,English,Other English,-,STARS,346,15,23.07,11,33,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Math,Integrated Algebra,-,STARS,148,5,29.6,24,33,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Math,Geometry,-,STARS,121,5,24.2,11,31,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Math,Algebra 2/Trig,-,STARS,67,3,22.33,20,26,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Science,Living Environment,-,STARS,152,5,30.4,24,34,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Science,Chemistry,-,STARS,63,2,31.5,29,34,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Science,Other Science,-,STARS,202,7,28.86,21,34,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Social Studies,Global History,-,STARS,237,8,29.63,24,33,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,121,4,30.25,23,34,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Social Studies,Participation in Government,-,STARS,92,4,23,11,30,
M,6,M468,High School for Health Careers and Sciences,09-12,GEN ED,Social Studies,Other Social Studies,-,STARS,53,2,26.5,22,31,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,English,English 9,-,STARS,64,2,32,31,33,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,English,English 10,-,STARS,61,2,30.5,30,31,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,English,English 11,-,STARS,65,2,32.5,32,33,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,English,English 12,-,STARS,55,2,27.5,23,32,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,English,Other English,-,STARS,64,2,32,31,33,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Math,Integrated Algebra,-,STARS,129,4,32.25,31,34,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Math,Geometry,-,STARS,96,3,32,30,34,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Science,Living Environment,-,STARS,219,7,31.29,27,34,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Science,Other Science,-,STARS,125,4,31.25,26,33,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Social Studies,Global History,-,STARS,189,6,31.5,26,34,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Social Studies,United States History Accelerated,-,STARS,164,5,32.8,31,34,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Social Studies,Participation in Government,-,STARS,32,1,32,32,32,
M,6,M468,High School for Health Careers and Sciences,09-12,ICT,Social Studies,Other Social Studies,-,STARS,89,3,29.67,28,32,
M,6,M468,High School for Health Careers and Sciences,,,,,,,,,,,,15.76
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,06,GEN ED,-,-,-,ATS,30,1,30,30,30,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,06,ICT,-,-,-,ATS,29,1,29,29,29,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,07,GEN ED,-,-,-,ATS,42,2,21,20,22,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,07,ICT,-,-,-,ATS,24,1,24,24,24,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,08,GEN ED,-,-,-,ATS,39,2,19.5,19,20,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,08,ICT,-,-,-,ATS,28,1,28,28,28,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,GEN ED,English,MS English Core,-,STARS,111,5,22.2,19,30,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,GEN ED,Math,MS Math Core,-,STARS,111,5,22.2,19,30,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,GEN ED,Science,MS Science Core,-,STARS,111,5,22.2,19,30,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,STARS,111,5,22.2,19,30,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,ICT,English,MS English Core,-,STARS,81,3,27,24,29,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,ICT,Math,MS Math Core,-,STARS,81,3,27,24,29,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,ICT,Science,MS Science Core,-,STARS,81,3,27,24,29,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,MS Core,ICT,Social Studies,MS Social Studies Core,-,STARS,81,3,27,24,29,
M,6,M528,I.S. 528 BEA FULLER RODGERS SCHOOL,,,,,,,,,,,,18.94
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,English,MS English Core,-,STARS,125,4,31.25,26,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,English,English 9,-,STARS,269,10,26.9,11,33,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,English,English 10,-,STARS,311,10,31.1,13,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,English,English 11,-,STARS,230,7,32.86,31,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,English,English 12,-,STARS,148,5,29.6,27,33,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,English,Other English,-,STARS,192,9,21.33,14,33,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Math,Integrated Algebra,-,STARS,345,13,26.54,13,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Math,Geometry,-,STARS,357,11,32.45,26,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Math,Algebra 2/Trig,-,STARS,236,7,33.71,33,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Math,Other Math,-,STARS,87,3,29,23,33,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Science,Living Environment,-,STARS,303,10,30.3,27,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Science,Chemistry,-,STARS,185,6,30.83,24,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Science,Other Science,-,STARS,818,29,28.21,16,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Social Studies,Global History,-,STARS,627,22,28.5,10,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,291,9,32.33,24,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Social Studies,Participation in Government,-,STARS,202,6,33.67,33,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,GEN ED,Social Studies,Economics,-,STARS,18,1,18,18,18,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,English,English 9,-,STARS,122,4,30.5,28,32,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,English,English 10,-,STARS,96,3,32,31,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,English,English 11,-,STARS,66,2,33,33,33,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,English,Other English,-,STARS,267,9,29.67,17,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,Math,Integrated Algebra,-,STARS,201,6,33.5,32,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,Math,Geometry,-,STARS,68,2,34,34,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,Science,Living Environment,-,STARS,199,6,33.17,32,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,Science,Other Science,-,STARS,91,3,30.33,25,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,Social Studies,Global History,-,STARS,199,6,33.17,32,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,ICT,Social Studies,United States History Accelerated,-,STARS,67,2,33.5,33,34,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,English,English 9,-,STARS,6,1,6,6,6,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,English,English 10,-,STARS,11,1,11,11,11,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,English,English 12,-,STARS,7,1,7,7,7,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Math,Integrated Algebra,-,STARS,23,2,11.5,8,15,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Math,Geometry,-,STARS,10,1,10,10,10,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Science,Living Environment,-,STARS,7,1,7,7,7,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Science,Other Science,-,STARS,28,2,14,13,15,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Social Studies,Global History,-,STARS,7,1,7,7,7,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Social Studies,United States History Accelerated,-,STARS,15,1,15,15,15,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,09-12,SPEC ED,Social Studies,Participation in Government,-,STARS,11,1,11,11,11,
M,6,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,,,,,,,,,,,,19.19
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,English,English 11,-,STARS,152,5,30.4,24,35,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,English,English 12,-,STARS,77,3,25.67,20,31,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,English,Other English,-,STARS,804,31,25.94,15,35,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Math,Integrated Algebra,-,STARS,166,6,27.67,24,32,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Math,Geometry,-,STARS,232,9,25.78,21,33,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Math,Algebra 2/Trig,-,STARS,68,3,22.67,17,28,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Math,Other Math,-,STARS,53,3,17.67,12,24,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Science,Living Environment,-,STARS,130,5,26,19,32,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Science,Chemistry,-,STARS,84,3,28,25,31,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Science,Physics,-,STARS,66,3,22,13,32,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Science,Other Science,-,STARS,163,5,32.6,30,34,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Social Studies,Global History,-,STARS,336,13,25.85,15,34,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Social Studies,United States History Accelerated,-,STARS,168,7,24,18,30,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,09-12,GEN ED,Social Studies,Participation in Government,-,STARS,93,3,31,31,31,
M,6,M552,Gregorio Luperon High School for Science and Mathematics,,,,,,,,,,,,17.83
X,7,X001,P.S. 001 COURTLANDT SCHOOL,0K,GEN ED,-,-,-,ATS,75,3,25,24,26,
